Doc ID,Reception ID,CPV CODE,Notice Status,Country ISO,TOWN ISO,Project Name,Title,Notice publication number,Publication date,OJ S issue number,Town/city of the buyer,Official name of the buyer,Original language,Country of the buyer,Type of buyer,EU institution/agency,Document sent,Type of contract,Type of procedure,Notice type,Regulation,Type of bid,Award criteria,Common procurement vocabulary (CPV),Place of performance (NUTS),Internet address (URL),Legal basis,Deadline Date,latitude,longitude,Document_id_1,Publication_Date_1,Deadline_1,Document_1,Authority_Name_1,Document_id_2,Publication_Date_2,Deadline_2,Document_2,Authority_Name_2,Document_id_3,Publication_Date_3,Deadline_3,Document_3,Authority_Name_3,Document_id_4,Publication_Date_4,Deadline_4,Document_4,Authority_Name_4,Document_id_5,Publication_Date_5,Deadline_5,Document_5,Authority_Name_5,Document_id_6,Publication_Date_6,Deadline_6,Document_6,Authority_Name_6,Document_id_7,Publication_Date_7,Deadline_7,Document_7,Authority_Name_7,Document_id_8,Publication_Date_8,Deadline_8,Document_8,Authority_Name_8,Document_id_9,Publication_Date_9,Deadline_9,Document_9,Authority_Name_9,Document_id_10,Publication_Date_10,Deadline_10,Document_10,Authority_Name_10,Document_id_11,Publication_Date_11,Deadline_11,Document_11,Authority_Name_11,Document_id_12,Publication_Date_12,Deadline_12,Document_12,Authority_Name_12,Document_id_13,Publication_Date_13,Deadline_13,Document_13,Authority_Name_13,Document_id_14,Publication_Date_14,Deadline_14,Document_14,Authority_Name_14,Document_id_15,Publication_Date_15,Deadline_15,Document_15,Authority_Name_15,Document_id_16,Publication_Date_16,Deadline_16,Document_16,Authority_Name_16
505359-2021,21-523309-001,79820000,Active,Slovakia,Bratislava,Services related to printing,Slovakia-Bratislava: Services related to printing,505359-2021,06/10/2021,194,BRATISLAVA,Úrad vlády Slovenskej republiky (00151513),SK,SK,1 - Ministry or any other national or federal authority,-,01/10/2021,4 - Services,9 - Not applicable,0 - Prior information notice without call for competition,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,"50310000 - Maintenance and repair of office machinery42960000 - Command and control system, printing, graphics, office automation and information-processing equipment79820000 - Services related to printing",SK01,http://www.vlada.gov.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505322-2021,21-523490-001,33100000,Active,Slovakia,Lučenec,Medical equipments,Slovakia-Lučenec: Medical equipments,505322-2021,06/10/2021,194,LUČENEC,Všeobecná nemocnica s poliklinikou Lučenec nezisková organizácia (37954571),SK,SK,8 - Other,-,01/10/2021,2 - Supplies,1 - Open procedure,2 - Additional information,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,1 - Lowest price,"33192120 - Hospital beds33194100 - Devices and instruments for infusion33182100 - Defibrillator33115000 - Tomography devices33112000 - Echo, ultrasound and doppler imaging equipment33100000 - Medical equipments",SK032,https://www.lcnsp.sk/,Public procurement Directive 2014/24/EU,11/10/2021,48.3300774,19.6637435,444641-2021,03/09/2021,11/10/2021,3 - Contract notice,Všeobecná nemocnica s poliklinikou Lučenec nezisková organizácia (37954571),505322-2021,06/10/2021,11/10/2021,2 - Additional information,Všeobecná nemocnica s poliklinikou Lučenec nezisková organizácia (37954571),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505302-2021,21-522993-001,33190000,Active,Slovakia,Trenčín,Miscellaneous medical devices and products,Slovakia-Trenčín: Miscellaneous medical devices and products,505302-2021,06/10/2021,194,TRENČÍN,Trenčiansky samosprávny kraj (36126624),SK,SK,3 - Regional or local authority,-,01/10/2021,2 - Supplies,1 - Open procedure,2 - Additional information,"5 - European Union, with participation of GPA countries",2 - Submission for one lot only,3 - Mixed,"38540000 - Machines and apparatus for testing and measuring39330000 - Disinfection equipment33182100 - Defibrillator33172200 - Resuscitation devices33191000 - Sterilisation, disinfection and hygiene devices33190000 - Miscellaneous medical devices and products33191100 - Steriliser51410000 - Installation services of medical equipment33124120 - Diagnostic ultrasound devices33123210 - Cardiac-monitoring devices33158300 - Ultraviolet medical devices",SK022,www.tsk.sk,Public procurement Directive 2014/24/EU,11/10/2021,48.8923583,18.0393715,426387-2021,23/08/2021,18/10/2021,3 - Contract notice,Trenčiansky samosprávny kraj (36126624),439847-2021,31/08/2021,23/09/2021,2 - Additional information,Trenčiansky samosprávny kraj (36126624),482767-2021,24/09/2021,04/10/2021,2 - Additional information,Trenčiansky samosprávny kraj (36126624),505302-2021,06/10/2021,11/10/2021,2 - Additional information,Trenčiansky samosprávny kraj (36126624),519151-2021,13/10/2021,18/10/2021,2 - Additional information,Trenčiansky samosprávny kraj (36126624),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505300-2021,21-523008-001,33190000,Active,Slovakia,Trenčín,Miscellaneous medical devices and products,Slovakia-Trenčín: Miscellaneous medical devices and products,505300-2021,06/10/2021,194,TRENČÍN,Trenčiansky samosprávny kraj (36126624),SK,SK,3 - Regional or local authority,-,01/10/2021,2 - Supplies,1 - Open procedure,2 - Additional information,"5 - European Union, with participation of GPA countries",2 - Submission for one lot only,1 - Lowest price,33164000 - Coelioscopy devices33190000 - Miscellaneous medical devices and products51410000 - Installation services of medical equipment33124120 - Diagnostic ultrasound devices33111000 - X-ray devices,SK022,www.tsk.sk,Public procurement Directive 2014/24/EU,11/10/2021,48.8923583,18.0393715,426403-2021,23/08/2021,18/10/2021,3 - Contract notice,Trenčiansky samosprávny kraj (36126624),482769-2021,24/09/2021,04/10/2021,2 - Additional information,Trenčiansky samosprávny kraj (36126624),505300-2021,06/10/2021,11/10/2021,2 - Additional information,Trenčiansky samosprávny kraj (36126624),519152-2021,13/10/2021,18/10/2021,2 - Additional information,Trenčiansky samosprávny kraj (36126624),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505299-2021,21-523411-001,48190000,Active,Slovakia,Bratislava,Educational software package,Slovakia-Bratislava: Educational software package,505299-2021,06/10/2021,194,BRATISLAVA,Univerzita Komenského v Bratislave (00397865),SK,SK,6 - Body governed by public law,-,01/10/2021,2 - Supplies,1 - Open procedure,2 - Additional information,4 - European Union,1 - Submission for all lots,1 - Lowest price,48190000 - Educational software package60000000 - Transport services (excl. Waste transport)30200000 - Computer equipment and supplies72250000 - System and support services,AT130SK010,https://uniba.sk/,Public procurement Directive 2014/24/EU,08/10/2021,48.1516988,17.1093063,441585-2021,01/09/2021,08/10/2021,3 - Contract notice,Univerzita Komenského v Bratislave (00397865),505299-2021,06/10/2021,08/10/2021,2 - Additional information,Univerzita Komenského v Bratislave (00397865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505159-2021,21-522995-001,30213000,Active,Slovakia,Banská Bystrica,Personal computers,Slovakia-Banská Bystrica: Personal computers,505159-2021,06/10/2021,194,BANSKÁ BYSTRICA,Banskobystrický samosprávny kraj (37828100),SK,SK,R - Regional or local Agency/Office,-,01/10/2021,2 - Supplies,2 - Restricted procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,1 - Lowest price,30237270 - Portable computer carrying cases30237460 - Computer keyboards30213000 - Personal computers30237410 - Computer mouse30213100 - Portable computers30231000 - Computer screens and consoles30232100 - Printers and plotters,SK032,http://www.bbsk.sk,Public procurement Directive 2014/24/EU,,48.7384028,19.1573494,514197-2018,22/11/2018,21/12/2018,Y - Dynamic purchasing system,Banskobystrický samosprávny kraj (37828100),95128-2019,28/02/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505158-2021,21-521420-001,15300000,Active,Slovakia,Pliešovce,"Fruit, vegetables and related products","Slovakia-Pliešovce: Fruit, vegetables and related products",505158-2021,06/10/2021,194,PLIEŠOVCE,Centrum výcviku Lešť (00804932),SK,SK,6 - Body governed by public law,-,01/10/2021,2 - Supplies,2 - Restricted procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,1 - Lowest price,"15400000 - Animal or vegetable oils and fats15300000 - Fruit, vegetables and related products03200000 - Cereals, potatoes, vegetables, fruits and nuts15800000 - Miscellaneous food products15600000 - Grain mill products, starches and starch products",SKSK0SK03SK032,http://lest.mil.sk/,Public procurement Directive 2014/24/EU,,48.436962449999996,19.18987231931309,379244-2019,12/08/2019,09/09/2019,Y - Dynamic purchasing system,Centrum výcviku Lešť (00804932),507235-2019,28/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505157-2021,21-520953-001,30200000,Active,Slovakia,Bratislava,Computer equipment and supplies,Slovakia-Bratislava: Computer equipment and supplies,505157-2021,06/10/2021,194,BRATISLAVA,Ministerstvo zahraničných vecí a európskych záležitostí Slovenskej republiky (00699021),SK,SK,1 - Ministry or any other national or federal authority,-,01/10/2021,2 - Supplies,2 - Restricted procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,1 - Lowest price,"32562200 - Optical telecommunication cables30231300 - Display screens31224810 - Extension cables03000000 - Agricultural, farming, fishing, forestry and related products31681500 - Rechargers38651600 - Digital cameras30216110 - Scanners for computer use30233160 - Tape streamers30236100 - Memory-expansion equipment30213000 - Personal computers30213100 - Portable computers30234000 - Storage media32413100 - Network routers32400000 - Networks30200000 - Computer equipment and supplies30213200 - Tablet computer30232000 - Peripheral equipment30210000 - Data-processing machines (hardware)30213300 - Desktop computer30231000 - Computer screens and consoles31320000 - Power distribution cables30232100 - Printers and plotters30233310 - Fingerprint readers30234300 - Compact disks (CDs)31154000 - Uninterruptible power supplies30230000 - Computer-related equipment30231310 - Flat panel displays30234500 - Memory storage media",SK010,https://www.mzv.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,250523-2021,19/05/2021,14/06/2021,Y - Dynamic purchasing system,Ministerstvo zahraničných vecí a európskych záležitostí Slovenskej republiky (00699021),505157-2021,06/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505156-2021,21-521754-001,15500000,Active,Slovakia,Pliešovce,Dairy products,Slovakia-Pliešovce: Dairy products,505156-2021,06/10/2021,194,PLIEŠOVCE,Centrum výcviku Lešť (00804932),SK,SK,6 - Body governed by public law,-,01/10/2021,2 - Supplies,2 - Restricted procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,1 - Lowest price,03142500 - Eggs15500000 - Dairy products,SKSK0SK03SK032,http://lest.mil.sk/,Public procurement Directive 2014/24/EU,,48.436962449999996,19.18987231931309,379244-2019,12/08/2019,09/09/2019,Y - Dynamic purchasing system,Centrum výcviku Lešť (00804932),507235-2019,28/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505155-2021,21-520962-001,48730000,Active,Slovakia,Bratislava,Security software package,Slovakia-Bratislava: Security software package,505155-2021,06/10/2021,194,BRATISLAVA,Ministerstvo zahraničných vecí a európskych záležitostí Slovenskej republiky (00699021),SK,SK,1 - Ministry or any other national or federal authority,-,01/10/2021,2 - Supplies,2 - Restricted procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,1 - Lowest price,48730000 - Security software package32420000 - Network equipment72253200 - Systems support services48732000 - Data security software package72250000 - System and support services48731000 - File security software package,SK01,http://www.mzv.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,471130-2020,07/10/2020,02/11/2020,Y - Dynamic purchasing system,Ministerstvo zahraničných vecí a európskych záležitostí Slovenskej republiky (00699021),493454-2020,19/10/2020,02/11/2020,2 - Additional information,Ministerstvo zahraničných vecí a európskych záležitostí Slovenskej republiky (00699021),5448-2021,08/01/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505154-2021,21-521705-001,30213100,Active,Slovakia,Žilina,Portable computers,Slovakia-Žilina: Portable computers,505154-2021,06/10/2021,194,ŽILINA,Žilinský samosprávny kraj (37808427),SK,SK,3 - Regional or local authority,-,01/10/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,1 - Lowest price,39162200 - Training aids and devices30213100 - Portable computers48822000 - Computer servers,SK031,http:///www.regionzilina.sk,Public procurement Directive 2014/24/EU,,49.2234674,18.7393139,404109-2021,09/08/2021,30/09/2021,3 - Contract notice,Žilinský samosprávny kraj (37808427),461334-2021,13/09/2021,23/09/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),476146-2021,21/09/2021,30/09/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),505154-2021,06/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504779-2021,21-523184-001,39296100,Active,Slovakia,Bratislava,Coffins,Slovakia-Bratislava: Coffins,504779-2021,06/10/2021,194,BRATISLAVA,MARIANUM - Pohrebníctvo mesta Bratislavy (17330190),SK,SK,6 - Body governed by public law,-,01/10/2021,2 - Supplies,2 - Restricted procedure,Y - Dynamic purchasing system,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,1 - Lowest price,03432100 - Wickerwork30197600 - Processed paper and paperboard03460000 - Pulp44191100 - Plywood39296100 - Coffins09112200 - Peat44191400 - Fibreboard44191500 - Densified wood44617100 - Cartons03419100 - Timber products60000000 - Transport services (excl. Waste transport),SK010,http://www.marianum.sk/,Public procurement Directive 2014/24/EU,18/11/2021,48.1516988,17.1093063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504777-2021,21-522689-001,33115100,Active,Slovakia,Bratislava,CT scanners,Slovakia-Bratislava: CT scanners,504777-2021,06/10/2021,194,BRATISLAVA,Ministerstvo obrany Slovenskej republiky – Úrad pre investície a akvizície (30845572),SK,SK,1 - Ministry or any other national or federal authority,-,01/10/2021,2 - Supplies,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,1 - Lowest price,60000000 - Transport services (excl. Waste transport)48328000 - Image-processing software package30200000 - Computer equipment and supplies33115100 - CT scanners79632000 - Personnel-training services,SK,www.mosr.sk,Public procurement Directive 2014/24/EU,08/11/2021,48.1516988,17.1093063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504775-2021,21-522461-001,33112000,Active,Slovakia,Martin,"Echo, ultrasound and doppler imaging equipment","Slovakia-Martin: Echo, ultrasound and doppler imaging equipment",504775-2021,06/10/2021,194,MARTIN,"Univerzita Komenského v Bratislave, Jesseniova lekárska fakulta Martin (00397865)",SK,SK,6 - Body governed by public law,-,01/10/2021,2 - Supplies,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,1 - Lowest price,"33112000 - Echo, ultrasound and doppler imaging equipment",SK,https://www.jfmed.uniba.sk,Public procurement Directive 2014/24/EU,03/11/2021,49.0724921,18.929193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504773-2021,21-522478-001,33610000,Active,Slovakia,Martin,Medicinal products for the alimentary tract and metabolism,Slovakia-Martin: Medicinal products for the alimentary tract and metabolism,504773-2021,06/10/2021,194,MARTIN,Univerzitná nemocnica Martin (00365327),SK,SK,6 - Body governed by public law,-,01/10/2021,2 - Supplies,1 - Open procedure,3 - Contract notice,4 - European Union,2 - Submission for one lot only,1 - Lowest price,33610000 - Medicinal products for the alimentary tract and metabolism,SK031,http://www.unm.sk,Public procurement Directive 2014/24/EU,04/11/2021,49.0724921,18.929193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504447-2021,21-523323-001,45000000,Active,Slovakia,Bratislava,Construction work,Slovakia-Bratislava: Construction work,504447-2021,06/10/2021,194,BRATISLAVA,"Národná diaľničná spoločnosť, a.s. (35919001)",SK,SK,6 - Body governed by public law,-,01/10/2021,1 - Works,1 - Open procedure,K - Modification of a contract/concession during its term,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,"45233100 - Construction work for highways, roads45000000 - Construction work",SK031,http://ndsas.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504446-2021,21-523207-001,45000000,Active,Slovakia,Bratislava,Construction work,Slovakia-Bratislava: Construction work,504446-2021,06/10/2021,194,BRATISLAVA,"Národná diaľničná spoločnosť, a.s. (35919001)",SK,SK,6 - Body governed by public law,-,01/10/2021,1 - Works,1 - Open procedure,K - Modification of a contract/concession during its term,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,45000000 - Construction work45233110 - Motorway construction works,SK041,http://ndsas.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,495301-2017,13/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504386-2021,21-521433-001,45233223,Active,Slovakia,Žilina,Carriageway resurfacing works,Slovakia-Žilina: Carriageway resurfacing works,504386-2021,06/10/2021,194,ŽILINA,Žilinský samosprávny kraj (37808427),SK,SK,R - Regional or local Agency/Office,-,01/10/2021,1 - Works,1 - Open procedure,2 - Additional information,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,1 - Lowest price,"45221000 - Construction work for bridges and tunnels, shafts and subways45233223 - Carriageway resurfacing works",SK031,http://www.zilinskazupa.sk,Public procurement Directive 2014/24/EU,15/11/2021,49.2234674,18.7393139,237267-2021,12/05/2021,15/11/2021,3 - Contract notice,Žilinský samosprávny kraj (37808427),253145-2021,21/05/2021,09/06/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),266245-2021,28/05/2021,28/06/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),317624-2021,25/06/2021,26/07/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),335841-2021,05/07/2021,26/07/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),369019-2021,21/07/2021,25/08/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),422098-2021,20/08/2021,12/10/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),493819-2021,01/10/2021,15/11/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),504386-2021,06/10/2021,15/11/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503966-2021,21-519588-001,79713000,Active,Slovakia,Jaslovské Bohunice,Guard services,Slovakia-Jaslovské Bohunice: Guard services,503966-2021,05/10/2021,193,JASLOVSKÉ BOHUNICE,"Jadrová a vyraďovacia spoločnosť, a.s. (35946024)",SK,SK,8 - Other,-,30/09/2021,4 - Services,9 - Not applicable,0 - Prior information notice without call for competition,4 - European Union,9 - Not applicable,9 - Not applicable,79713000 - Guard services,SK01SK021SK023,,,,48.4758526,17.6491059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
