Doc ID,Reception ID,CPV CODE,Notice Status,Country ISO,TOWN ISO,Project Name,Title,Notice publication number,Publication date,OJ S issue number,Town/city of the buyer,Official name of the buyer,Original language,Country of the buyer,Type of buyer,EU institution/agency,Document sent,Type of contract,Type of procedure,Notice type,Regulation,Type of bid,Award criteria,Common procurement vocabulary (CPV),Place of performance (NUTS),Internet address (URL),Legal basis,Deadline Date,latitude,longitude,"(0, 'Document_id_1')",Publication_Date_1,Deadline_1,Document_1,Authority_Name_1,"(0, 'Document_id_2')",Publication_Date_2,Deadline_2,Document_2,Authority_Name_2,"(0, 'Document_id_3')",Publication_Date_3,Deadline_3,Description,Postal Code,Email,Amount,Currency,Og Notice No,Document_3,Authority_Name_3,"(0, 'Document_id_4')",Publication_Date_4,Deadline_4,Document_4,Authority_Name_4,"(0, 'Document_id_5')",Publication_Date_5,Deadline_5
464890-2021,21-478625-001,34152000,Active,United Kingdom,Motherwell,Training simulators,United Kingdom-Motherwell: Training simulators,464890-2021,14/09/2021,178,MOTHERWELL,New College Lanarkshire,EN,UK,6 - Body governed by public law,-,09/09/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,34152000 - Training simulators,UKM84,http://www.nclanarkshire.ac.uk,Public procurement Directive 2014/24/EU,,55.7901843,-3.9920902,161540-2021,31/03/2021,28/04/2021,3 - Contract notice,New College Lanarkshire,169966-2021,02/04/2021,28/04/2021,2 - Additional information,New College Lanarkshire,169967-2021,02/04/2021,28/04/2021,The requirement is for the Supply and Delivery of Industry 4.0 Automation Training Equipment including installation and Associated Services.,ML1 2TX,avangelder@apuc-scot.ac.uk,254464.40,GBP,GBP,2 - Additional information,New College Lanarkshire,464890-2021,14/09/2021,,,,,,
462601-2021,21-477290-001,50750000,Active,United Kingdom,Glasgow,Lift-maintenance services,United Kingdom-Glasgow: Lift-maintenance services,462601-2021,13/09/2021,177,GLASGOW,Southside Housing Association.,EN,UK,6 - Body governed by public law,-,08/09/2021,4 - Services,1 - Open procedure,K - Modification of a contract/concession during its term,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,50750000 - Lift-maintenance services,UKM82,http://www.publiccontractsscotland.gov.uk/search/Search_AuthProfile.aspx?ID=AA13703,Public procurement Directive 2014/24/EU,,55.8609825,-4.2488787,333848-2016,27/09/2016,27/10/2016,3 - Contract notice,Southside Housing Association,451861-2016,22/12/2016,,,,,,,,,,,,,,,,,,,,,,
462599-2021,21-477241-001,60140000,Active,United Kingdom,Inverness,Non-scheduled passenger transport,United Kingdom-Inverness: Non-scheduled passenger transport,462599-2021,13/09/2021,177,INVERNESS,Highlands and Islands Transport Partnership (HITRANS),EN,UK,R - Regional or local Agency/Office,-,08/09/2021,4 - Services,1 - Open procedure,3 - Contract notice,Z - Not specified,1 - Submission for all lots,2 - The most economic tender,60112000 - Public road transport services60140000 - Non-scheduled passenger transport,UKM6,www.hitrans.org.uk,Public procurement Directive 2014/24/EU,25/10/2021,57.4790124,-4.225739,462599-2021,13/09/2021,25/10/2021,3 - Contract notice,Highlands and Islands Transport Partnership (HITRANS),517872-2021,12/10/2021,25/10/2021,2 - Additional information,Highlands and Islands Transport Partnership (HITRANS),,,,,,,,,,,,,,,,,,,
462597-2021,21-477317-001,48000000,Active,United Kingdom,Matlock,Software package and information systems,United Kingdom-Matlock: Software package and information systems,462597-2021,13/09/2021,177,MATLOCK,Derbyshire County Council,EN,UK,3 - Regional or local authority,-,08/09/2021,2 - Supplies,C - Competitive dialogue,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,48000000 - Software package and information systems,UKF1,http://www.derbyshire.gov.uk/,Public procurement Directive 2014/24/EU,,53.1374514,-1.5544694,293529-2020,24/06/2020,31/07/2020,3 - Contract notice,Derbyshire County Council,462597-2021,13/09/2021,,,,,,,"Lot 1 - Customer Relationship Management (CRM) system which can support and manage end-to-end interactions with the Council;Lot 2 - Complaints, Compliments and Comments system which can provide a “single source of truth” for complaints;Lot 3 - Corporate Room and Events Booking system which can be used for booking Council-organised activities and facilities including property assets which currently have low occupancy rates, and introduces a payment at source function (where required) to integrate with the Council’s payment system.The Council is also offering providers the opportunity to submit (optional) variant bids based on a single combined Lot for all three systems.Contracts will be based on an initial 4 year period, with options to extend up to maximum of 6 additional years.",DE4 3FW,carolyne.knott@derbyshire.gov.uk,1650000,GBP,GBP,,,,,,,,,,
462596-2021,21-476348-001,31131100,Active,United Kingdom,Holyhead,Actuators,United Kingdom-Holyhead: Actuators,462596-2021,13/09/2021,177,HOLYHEAD,Minesto UK Ltd.,EN,UK,8 - Other,-,08/09/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,31131100 - Actuators31643100 - Linear accelerators42132110 - Electric valve actuators42132100 - Valve actuators,UKL11,http://minesto.com/,Public procurement Directive 2014/24/EU,,53.3106715,-4.6330966,295622-2021,11/06/2021,30/06/2021,3 - Contract notice,Minesto UK Ltd,462596-2021,13/09/2021,,,,,,,,,,,,,,,,,,,,,,
462593-2021,21-477218-001,45000000,Active,United Kingdom,Liverpool,Construction work,United Kingdom-Liverpool: Construction work,462593-2021,13/09/2021,177,LIVERPOOL,Cobalt Housing Ltd,EN,UK,6 - Body governed by public law,-,08/09/2021,1 - Works,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,45000000 - Construction work45350000 - Mechanical installations50800000 - Miscellaneous repair and maintenance services50721000 - Commissioning of heating installations50720000 - Repair and maintenance services of central heating50531100 - Repair and maintenance services of boilers50531200 - Gas appliance maintenance services45311000 - Electrical wiring and fitting work45310000 - Electrical installation work45311100 - Electrical wiring work,UKD7,www.cobalthousing.org.uk,Public procurement Directive 2014/24/EU,,53.4071991,-2.99168,435807-2020,16/09/2020,12/10/2020,3 - Contract notice,Cobalt Housing Ltd,462593-2021,13/09/2021,,,,,,,"The Contracting Authority Cobalt Housing Ltd, owns and manages nearly 6,000 general needs homes in the L9, L10, L11 and L13 post codes of Liverpool. Their mission is to create strong and sustainable communities where people flourish and they are committed to making a positive difference to peoples' lives.The quality of the maintenance services they provide is therefore of paramount importance in ensuring high customer satisfaction in the services they deliver.They are seeking to appoint Providers to deliver the following maintenance contracts:Lot 1: Responsive Repairs and Void Property Works.Lot 2: Gas Servicing and Heating Maintenance.Lot 3: Electrical Testing and Maintenance.The successful Service Providers must show a commitment to value for money, commitment to addressing social inclusion, and high levels of customer care.The Contracts will be for an initial 36 months commencing on or about the 1st May 2021 with the potential to be extend for up to a further 4 years",L11 2SF,procurement@cobalthousing.org.uk,34743694.00,GBP,GBP,,,,,,,,,,
462592-2021,21-477110-001,45212350,Active,United Kingdom,Penarth,Buildings of particular historical or architectural interest,United Kingdom-Penarth: Buildings of particular historical or architectural interest,462592-2021,13/09/2021,177,PENARTH,DS Holdings (Penarth) Limited,EN,UK,8 - Other,-,08/09/2021,1 - Works,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,45212350 - Buildings of particular historical or architectural interest,UK,https://loftco.net/,Public procurement Directive 2014/24/EU,,51.435968,-3.1733023,182314-2021,13/04/2021,12/05/2021,3 - Contract notice,DS Holdings (Penarth) Ltd,295620-2021,11/06/2021,,,,,,,,,,,,,,,,,,,,,,
462591-2021,21-476657-001,45000000,Active,United Kingdom,Brislington,Construction work,United Kingdom-Brislington: Construction work,462591-2021,13/09/2021,177,BRISLINGTON,Bristol City Council,EN,UK,3 - Regional or local authority,-,08/09/2021,1 - Works,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,45000000 - Construction work,UKK11,https://www.bristol.gov.uk/,Public procurement Directive 2014/24/EU,,51.433103,-2.5525781,533913-2020,06/11/2020,09/12/2020,3 - Contract notice,Bristol City Council,462591-2021,13/09/2021,,,,,,,Major Works to Bishport 5,BS4 3NZ,jo.evans@bristol.gov.uk,10118859.45,GBP,GBP,,,,,,,,,,
460198-2021,21-470135-001,72100000,Active,United Kingdom,Warwick,Hardware consultancy services,United Kingdom-Warwick: Hardware consultancy services,460198-2021,10/09/2021,176,WARWICK,"National Grid UK Limited / National Grid USA Service Company, Inc",EN,UK,4 - Utilities entity,-,06/09/2021,4 - Services,4 - Negotiated procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,50312110 - Maintenance of mainframe computers72510000 - Computer-related management services32424000 - Network infrastructure72266000 - Software consultancy services72100000 - Hardware consultancy services32420000 - Network equipment,UKG13US,www.nationalgrid.com,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",,52.2814519,-1.5815742,62604-2017,17/02/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
460197-2021,21-471978-001,50421100,Active,United Kingdom,Belfast,Repair and maintenance services of wheelchairs,United Kingdom-Belfast: Repair and maintenance services of wheelchairs,460197-2021,10/09/2021,176,BELFAST,"Business Services Organisation, Procurement and Logistics Service on behalf of Health and Social Care in Northern Ireland",EN,UK,6 - Body governed by public law,-,06/09/2021,4 - Services,1 - Open procedure,K - Modification of a contract/concession during its term,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,50421100 - Repair and maintenance services of wheelchairs,UKN0,https://etendersni.gov.uk/epps,Public procurement Directive 2014/24/EU,,54.5964411,-5.9302761,132847-2017,08/04/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
460196-2021,21-470466-001,66510000,Active,United Kingdom,Northallerton,Insurance services,United Kingdom-Northallerton: Insurance services,460196-2021,10/09/2021,176,NORTHALLERTON,North Yorkshire County Council,EN,UK,3 - Regional or local authority,-,06/09/2021,4 - Services,1 - Open procedure,K - Modification of a contract/concession during its term,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,"66519000 - Engineering, auxiliary, average, loss, actuarial and salvage insurance services66516000 - Liability insurance services66518300 - Insurance claims adjustment services66514110 - Motor vehicle insurance services66515100 - Fire insurance services66515200 - Property insurance services66515400 - Weather-related insurance services66515411 - Pecuniary loss insurance services66512100 - Accident insurance services66513200 - Contractor's all-risk insurance services66510000 - Insurance services",UKE22,http://www.northyorks.gov.uk/,Public procurement Directive 2014/24/EU,,54.3520824,-1.4551820751816167,247391-2016,19/07/2016,19/08/2016,3 - Contract notice,North Yorkshire County Council,422922-2016,01/12/2016,,,,,,,,,,,,,,,,,,,,,,
460194-2021,21-474354-001,90500000,Active,United Kingdom,Enniskillen,Refuse and waste related services,United Kingdom-Enniskillen: Refuse and waste related services,460194-2021,10/09/2021,176,ENNISKILLEN,Fermanagh and Omagh District Council (237154869),EN,UK,3 - Regional or local authority,-,07/09/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,90514000 - Refuse recycling services90513000 - Non-hazardous refuse and waste treatment and disposal services90512000 - Refuse transport services90511000 - Refuse collection services90500000 - Refuse and waste related services90510000 - Refuse disposal and treatment,UKUKN0G,www.fermanaghomagh.com,Public procurement Directive 2014/24/EU,,54.3448538,-7.6389365,559598-2019,26/11/2019,11/02/2020,3 - Contract notice,Fermanagh and Omagh District Council,14856-2020,13/01/2020,28/01/2020,2 - Additional information,Fermanagh and Omagh District Council,42896-2020,28/01/2020,11/02/2020,"Fermanagh and Omagh District Council invite Tenders (6 Lots) for the Collection, Treatment and Processing of Bio-degradable Municipal garden and food waste. It is envisaged that the contract material will be treated via a combination of open wind row and in-vessel composting as well as anaerobic digestion.",BT74 7BA,tenders@fermanaghomagh.com,1017150.00,GBP,GBP,2 - Additional information,Fermanagh and Omagh District Council,460194-2021,10/09/2021,,,,,,
460193-2021,21-473663-001,79342000,Active,United Kingdom,London,Marketing services,United Kingdom-London: Marketing services,460193-2021,10/09/2021,176,LONDON,British Tourist Authority t/a VisitBritain/VisitEngland (Sole Trader),EN,UK,6 - Body governed by public law,-,07/09/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,79342000 - Marketing services,UKI,www.visitbritain.org,Public procurement Directive 2014/24/EU,,51.5073219,-0.1276474,643488-2020,31/12/2020,08/02/2021,3 - Contract notice,British Tourist Authority t/a VisitBritain/VisitEngland,48739-2021,29/01/2021,08/02/2021,2 - Additional information,British Tourist Authority t/a VisitBritain/VisitEngland,460192-2021,10/09/2021,,"VisitBritain/VisitEngland seeks to establish a multi-supplier framework of up to 190 creatives in 8 Lots, made up of photographers, videographers, directors, producers, drone operators, model agencies, art directors, stylists, Hair & Make-up, animators and illustrators whose portfolios and expertise match the professionalism, quality standards and artistic criteria detailed in the Invitation to Tender .",SW1W 0BD,alejandra.arroyo@visitbritain.org,590000,GBP,GBP,,,,,,,,,,
